symbol,total_pairs,min_horizon_sessions,max_horizon_sessions,distinct_ref_dates,distinct_tgt_dates
ONWARDTEC,3,1,6,2,2
ONEGLOBAL,3,1,3,2,2
OMINFRAL,3,2,6,2,2
OMAXAUTO,3,2,7,2,2
INDIQUBE,3,1,4,2,2
INFOMEDIA,3,1,2,2,2
INDOTHAI,3,2,5,2,2
INDOFARM,3,2,7,2,2
IKIO,3,3,7,2,2
HONDAPOWER,3,2,6,2,2
INTLCONV,3,2,4,2,2
INNOVANA,3,1,4,2,2
VMART,3,2,5,2,2
ARFIN,3,1,8,2,2
ASAL,3,1,6,2,2
WPIL,3,1,4,2,2
WINDMACHIN,3,1,4,2,2
WENDT,3,2,7,2,2
XTGLOBAL,1,3,3,1,1
ATLASCYCLE,1,5,5,1,1
AUGMONT,1,1,1,1,1
ASALCBR,1,7,7,1,1
ASHIANA,1,3,3,1,1
ASHIMASYN,1,2,2,1,1
SALZERELEC,1,1,1,1,1
SANATHAN,1,1,1,1,1
ARCHIDPLY,1,2,2,1,1
ARKADE,1,8,8,1,1
AROGRANITE,1,1,1,1,1
VLSFINANCE,1,2,2,1,1
INSECTICID,1,1,1,1,1
HNDFDS,1,3,3,1,1
INDOSTAR,1,5,5,1,1
INDOUS,1,2,2,1,1
IFBAGRO,1,5,5,1,1
ZODIAC,1,3,3,1,1
ADVANCE,1,1,1,1,1
CHEMBOND,1,1,1,1,1
OMPOWER,1,3,3,1,1
ORCHASP,1,2,2,1,1
ORIENTALTL,1,1,1,1,1
ORIENTBELL,1,1,1,1,1
SUPREME,1,2,2,1,1
SUPREMEINF,1,1,1,1,1
SUVIDHAA,1,2,2,1,1
AERONEU,1,1,1,1,1
AFSL,1,5,5,1,1
PANORAMA,1,1,1,1,1
PARASPETRO,1,1,1,1,1
PASHUPATI,1,5,5,1,1
SUMMITSEC,1,6,6,1,1
SUNDARAM,1,2,2,1,1
CPCAP,1,1,1,1,1
CREST,1,4,4,1,1
COFFEEDAY,1,1,1,1,1
NSIL,1,3,3,1,1
CRSL,1,1,1,1,1
NILKAMAL,1,2,2,1,1
CORDSCABLE,1,1,1,1,1
SWARAJ,1,2,2,1,1
SWARNSAR,1,3,3,1,1
PILANIINVS,1,4,4,1,1
PILITA,1,3,3,1,1
BUTTERFLY,1,2,2,1,1
CALSOFT,1,3,3,1,1
CAPITALSFB,1,3,3,1,1
PAVNAIND,1,4,4,1,1
PERMAGN,1,4,4,1,1
PERNIASPOP,1,1,1,1,1
STEELCAS,1,2,2,1,1
ADVIKCA,1,6,6,1,1
AEPL,1,7,7,1,1
TAKE,1,5,5,1,1
NGIL,1,1,1,1,1
NATCAPSUQ,1,1,1,1,1
NECLIFE,1,5,5,1,1
TANAA,1,1,1,1,1
TARMAT,1,3,3,1,1
DEEPA,1,1,1,1,1
TCC,1,2,2,1,1
TCIEXP,1,3,3,1,1
TCPLPACK,1,7,7,1,1
ABANSENT,1,5,5,1,1
ABCOTS,1,1,1,1,1
ACCELYA,1,6,6,1,1
PONNIERODE,1,3,3,1,1
PRAENG,1,2,2,1,1
PRAXIS,1,4,4,1,1
BI,1,2,2,1,1
PKTEA,1,1,1,1,1
PLASTIBLEN,1,1,1,1,1
BLAL,1,3,3,1,1
SSDL,1,5,5,1,1
STARPAPER,1,5,5,1,1
STCINDIA,1,1,1,1,1
PIGL,1,1,1,1,1
MOTOGENFIN,1,1,1,1,1
DHRUV,1,3,3,1,1
DIAMINESQ,1,2,2,1,1
DIGITIDE,1,1,1,1,1
DISAQ,1,4,4,1,1
MMWL,1,1,1,1,1
MODIRUBBER,1,1,1,1,1
MOHITIND,1,2,2,1,1
TEXINFRA,1,5,5,1,1
BIRLAMONEY,1,3,3,1,1
BIRLAPREC,1,1,1,1,1
PRECOT,1,4,4,1,1
PRISMX,1,3,3,1,1
PROZONER,1,2,2,1,1
SMLT,1,4,4,1,1
SOMICONVEY,1,7,7,1,1
SONAMLTD,1,2,2,1,1
AKASH,1,1,1,1,1
BODALCHEM,1,1,1,1,1
ELANTAS,1,4,4,1,1
ELCIDIN,1,4,4,1,1
MEDICAMEQ,1,1,1,1,1
MERCANTILE,1,2,2,1,1
MIIL,1,2,2,1,1
MAXIND,1,2,2,1,1
MBLINFRA,1,1,1,1,1
EIHAHOTELS,1,7,7,1,1
THOMASCOTT,1,2,2,1,1
SILINV,1,7,7,1,1
SIMPLEXINF,1,1,1,1,1
BELLACASA,1,7,7,1,1
BFINVEST,1,7,7,1,1
BHARATRAS,1,6,6,1,1
ALLDIGI,1,7,7,1,1
ALMONDZ,1,2,2,1,1
ALPHAGEO,1,2,2,1,1
BIOFILCHEM,1,3,3,1,1
BIRLACABLE,1,1,1,1,1
ELGIRUBCO,1,3,3,1,1
EMPIND,1,4,4,1,1
MARALOVER,1,1,1,1,1
MARKOLINES,1,2,2,1,1
MANAKSTEEL,1,1,1,1,1
MANBA,1,1,1,1,1
MANBRO,1,1,1,1,1
MANCREDIT,1,2,2,1,1
ESDS,1,1,1,1,1
TREJHARA,1,3,3,1,1
FAZE3Q,1,3,3,1,1
LUMINO,1,1,1,1,1
MAHAPEXLTD,1,3,3,1,1
MAHSCOOTER,1,4,4,1,1
MAKERSL,1,2,2,1,1
TVTODAY,1,4,4,1,1
FIBERWEB,1,2,2,1,1
BBTCL,1,1,1,1,1
BEARDSELL,1,7,7,1,1
REGAAL,1,5,5,1,1
RELIABLE,1,1,1,1,1
BALAJEE,1,2,2,1,1
BALAJITELE,1,6,6,1,1
RAMAPHO,1,4,4,1,1
BANSWRAS,1,1,1,1,1
SILGO,1,2,2,1,1
LPDC,1,2,2,1,1
LEMERITE,1,1,1,1,1
LGHL,1,7,7,1,1
LAL,1,1,1,1,1
GANESHCP,1,3,3,1,1
GAYAHWS,1,4,4,1,1
RPGLIFE,1,6,6,1,1
AXTEL,1,4,4,1,1
AYMSYNTEX,1,1,1,1,1
BAIDFIN,1,6,6,1,1
BAJAJHCARE,1,4,4,1,1
BANARISUG,1,1,1,1,1
REPRO,1,5,5,1,1
RETAIL,1,6,6,1,1
RIIL,1,1,1,1,1
SHIVALIK,1,1,1,1,1
SHIVAMAUTO,1,1,1,1,1
SHIVATEX,1,3,3,1,1
SHRADDHA,1,5,5,1,1
SHREERAMA,1,7,7,1,1
SHRINGARMS,1,3,3,1,1
UCAL,1,2,2,1,1
UDAYJEW,1,1,1,1,1
UEL,1,5,5,1,1
KRITI,1,4,4,1,1
KRONOX,1,2,2,1,1
KSR,1,2,2,1,1
GNRL,1,1,1,1,1
KOKUYOCMLN,1,2,2,1,1
KOPRAN,1,2,2,1,1
GENUSPAPER,1,1,1,1,1
KIRLOSIND,1,5,5,1,1
KKCL,1,3,3,1,1
GLOBECIVIL,1,7,7,1,1
KEEPLEARN,1,5,5,1,1
VALIANTLAB,1,1,1,1,1
VARDMNPOLY,1,2,2,1,1
VASCONEQ,1,1,1,1,1
VENTIVE,1,2,2,1,1
VERTOZ,1,1,1,1,1
RSSOFTWARE,1,1,1,1,1
RUBYMILLS,1,1,1,1,1
RUSTOMJEE,1,3,3,1,1
AUTOAXLES,1,1,1,1,1
SGRL,1,2,2,1,1
SHANKARA,1,3,3,1,1
SHBAJRG,1,3,3,1,1
SHIVACEM,1,4,4,1,1
RNBDENIMS,1,5,5,1,1
ROSSELLIND,1,1,1,1,1
JYOTIRES,1,2,2,1,1
GRANDOAK,1,4,4,1,1
GREENLAM,1,2,2,1,1
JPOLYINVST,1,2,2,1,1
GRINFRA,1,3,3,1,1
GRPLTD,1,7,7,1,1
GSLSU,1,3,3,1,1
HEADSUP,1,4,4,1,1
JETFREIGHT,1,1,1,1,1
JKIPL,1,3,3,1,1
GUJAPOLLO,1,2,2,1,1
ARVEE,1,7,7,1,1
SATIA,1,7,7,1,1
SBGLP,1,5,5,1,1
SADBHAV,1,3,3,1,1
ATLANTAA,1,4,4,1,1
SGLRES,1,1,1,1,1
AMBIKCO,1,7,7,1,1
AMDIND,1,5,5,1,1
RPPINFRA,1,1,1,1,1
VINEETLAB,1,3,3,1,1
VIPCLOTHNG,1,3,3,1,1
HILTON,1,1,1,1,1
HINDCON,1,4,4,1,1
JAIPURKURT,1,7,7,1,1
HPAL,1,3,3,1,1
HERANBA,1,2,2,1,1
VISHWARAJ,1,1,1,1,1
VIVIDHA,1,2,2,1,1
ZIMLAB,1,5,5,1,1
YUKEN,1,5,5,1,1
WARDINMOBI,1,4,4,1,1
AAREYDRUGS,1,3,3,1,1
AAATECH,1,8,8,1,1
